,T, N, M, i
[20, 20, 18, 17, 17, 18, 20, 18, 20, 15, 15, 20, 15, 17, 16, 17, 18, 17, 19, 15, 18, 16, 15, 17, 18, 17, 19, 15, 16, 20, 19, 19, 20, 17, 19, 17, 18, 16, 18, 19, 17, 15, 18, 20, 15, 15, 18, 17, 20, 19, 16, 19, 17, 16, 18, 19, 15, 15, 16, 16, 17, 19, 17, 15, 15, 16, 15, 16, 16, 20], 15, 70, 11
[20, 19, 17, 19, 19, 15, 19, 15, 20, 15, 17, 18, 15, 20, 16, 15, 18, 18, 18, 17, 18, 19, 15, 17, 17, 19, 17, 15, 17, 20, 18, 18, 19, 15, 15, 15, 15, 16, 18, 17, 18, 16, 19, 19, 19, 16, 16, 15, 17, 20, 20, 20, 16, 17, 20, 18, 19, 15, 18, 16, 19, 16, 15, 17, 15, 19, 17, 19, 18, 15], 15, 70, 12
[20, 16, 18, 19, 19, 15, 18, 18, 18, 18, 15, 19, 16, 17, 18, 15, 19, 15, 18, 16, 15, 15, 20, 17, 18, 19, 20, 20, 16, 16, 20, 18, 15, 18, 20, 18, 15, 20, 17, 20, 15, 16, 15, 19, 20, 20, 15, 16, 19, 18, 19, 15, 18, 16, 19, 20, 20, 20, 19, 18, 19, 18, 20, 19, 18, 17, 19, 20, 15, 16], 15, 70, 13
[16, 15, 16, 15, 17, 19, 20, 19, 18, 20, 20, 16, 18, 19, 19, 20, 18, 15, 17, 20, 15, 18, 16, 16, 18, 18, 15, 17, 18, 19, 20, 18, 20, 18, 19, 18, 20, 18, 17, 16, 15, 16, 16, 16, 15, 15, 20, 16, 16, 17, 15, 18, 19, 20, 20, 17, 19, 16, 16, 19, 15, 20, 18, 19, 20, 15, 16, 19, 16, 17], 15, 70, 14
[19, 16, 20, 20, 15, 19, 15, 15, 19, 18, 15, 18, 19, 20, 15, 19, 15, 17, 16, 20, 18, 18, 19, 16, 16, 20, 16, 19, 17, 18, 16, 17, 17, 15, 18, 19, 15, 19, 16, 20, 19, 19, 18, 15, 19, 17, 18, 16, 20, 17, 20, 19, 18, 16, 19, 15, 20, 18, 19, 18, 15, 18, 20, 18, 18, 17, 16, 16, 18, 18], 15, 70, 15
[20, 16, 20, 16, 18, 16, 18, 17, 18, 20, 20, 19, 16, 20, 15, 15, 20, 18, 17, 16, 16, 16, 16, 15, 18, 17, 16, 20, 18, 18, 15, 17, 16, 15, 18, 17, 19, 20, 19, 16, 17, 17, 15, 16, 20, 19, 19, 20, 15, 16, 16, 15, 19, 16, 17, 17, 17, 16, 15, 18, 16, 18, 19, 18, 19, 15, 20, 18, 17, 20], 15, 70, 16
[19, 16, 17, 15, 15, 19, 16, 17, 15, 19, 20, 18, 19, 15, 20, 17, 19, 16, 19, 16, 20, 20, 18, 20, 16, 16, 16, 19, 16, 16, 17, 18, 17, 16, 19, 20, 17, 20, 20, 17, 15, 15, 19, 17, 19, 16, 20, 19, 18, 18, 18, 17, 19, 20, 16, 15, 20, 16, 19, 16, 16, 18, 18, 15, 19, 17, 19, 16, 17, 19], 15, 70, 17
[15, 20, 15, 15, 18, 20, 17, 15, 15, 18, 19, 18, 15, 15, 17, 17, 15, 16, 16, 17, 17, 17, 20, 17, 16, 19, 20, 19, 15, 20, 18, 20, 16, 18, 20, 17, 20, 16, 16, 17, 19, 15, 17, 19, 17, 19, 17, 19, 18, 17, 16, 20, 19, 18, 18, 17, 18, 20, 18, 15, 19, 20, 17, 18, 16, 20, 20, 19, 18, 18], 15, 70, 18
[15, 18, 19, 19, 18, 20, 15, 18, 20, 20, 19, 19, 15, 19, 20, 20, 18, 16, 17, 16, 20, 15, 18, 20, 15, 18, 15, 16, 20, 20, 18, 18, 18, 18, 17, 19, 17, 15, 18, 16, 19, 17, 19, 19, 20, 15, 20, 15, 17, 16, 19, 15, 19, 16, 19, 20, 15, 18, 20, 18, 15, 18, 18, 19, 15, 18, 20, 16, 17, 15], 15, 70, 19
[15, 18, 16, 20, 16, 16, 19, 15, 18, 18, 17, 15, 17, 17, 20, 20, 15, 18, 18, 16, 19, 15, 15, 17, 18, 19, 19, 16, 18, 18, 15, 19, 19, 20, 19, 20, 17, 15, 15, 17, 16, 18, 18, 18, 18, 17, 19, 20, 20, 19, 19, 17, 17, 16, 20, 17, 15, 20, 15, 16, 18, 20, 15, 18, 19, 18, 16, 16, 17, 20], 15, 70, 20
[16, 15, 15, 16, 18, 18, 16, 16, 18, 19, 17, 15, 19, 17, 17, 18, 19, 18, 15, 16, 19, 15, 16, 20, 15, 20, 16, 16, 16, 15, 19, 16, 18, 15, 15, 19, 15, 18, 17, 19, 16, 20, 20, 16, 18, 18, 19, 17, 19, 19, 17, 17, 15, 18, 20, 15, 19, 16, 18, 20, 17, 19, 20, 18, 17, 15, 18, 19, 15, 19], 15, 70, 21
[17, 15, 17, 17, 19, 18, 16, 17, 20, 19, 20, 16, 15, 19, 15, 17, 19, 17, 15, 20, 16, 17, 18, 16, 17, 15, 17, 17, 19, 19, 15, 18, 16, 19, 16, 18, 17, 18, 16, 18, 18, 19, 20, 17, 16, 15, 18, 17, 20, 17, 17, 19, 18, 19, 17, 16, 20, 17, 18, 16, 18, 19, 20, 15, 20, 19, 19, 16, 20, 17], 15, 70, 22
[20, 17, 16, 20, 18, 16, 19, 19, 20, 17, 15, 17, 20, 16, 17, 18, 18, 19, 18, 18, 16, 18, 15, 20, 20, 19, 20, 17, 20, 15, 16, 20, 16, 16, 19, 18, 15, 15, 20, 20, 16, 20, 17, 20, 20, 17, 15, 18, 18, 16, 18, 18, 18, 16, 18, 19, 18, 15, 16, 15, 19, 19, 17, 18, 16, 19, 20, 17, 20, 18], 15, 70, 23
[19, 15, 19, 18, 16, 19, 20, 19, 18, 15, 19, 16, 15, 15, 20, 16, 17, 18, 15, 18, 18, 19, 16, 18, 19, 16, 19, 17, 19, 19, 19, 16, 19, 19, 19, 16, 17, 20, 18, 16, 16, 18, 15, 19, 17, 18, 17, 19, 17, 16, 19, 18, 15, 16, 17, 17, 20, 17, 19, 16, 18, 18, 20, 18, 17, 18, 19, 16, 20, 19], 15, 70, 24
[17, 17, 17, 20, 20, 20, 19, 17, 16, 17, 15, 17, 18, 20, 15, 17, 20, 20, 20, 16, 19, 19, 17, 18, 15, 18, 19, 20, 19, 18, 16, 15, 17, 15, 18, 16, 18, 19, 17, 15, 20, 16, 18, 16, 17, 17, 16, 16, 20, 17, 20, 18, 19, 20, 18, 17, 20, 18, 17, 15, 17, 19, 20, 16, 15, 18, 16, 17, 15, 20], 15, 70, 25
[16, 18, 19, 16, 20, 15, 17, 15, 18, 15, 17, 16, 17, 20, 18, 15, 20, 17, 16, 17, 19, 15, 18, 19, 17, 15, 19, 18, 15, 18, 15, 17, 20, 19, 17, 15, 20, 19, 20, 20, 16, 18, 15, 16, 17, 20, 15, 17, 20, 15, 16, 20, 15, 20, 15, 20, 20, 16, 15, 20, 15, 16, 15, 20, 20, 18, 20, 17, 20, 15], 15, 70, 26
[20, 19, 20, 18, 15, 19, 16, 17, 15, 19, 20, 19, 18, 17, 16, 17, 20, 16, 17, 18, 16, 15, 15, 17, 19, 15, 18, 17, 16, 17, 18, 20, 16, 18, 19, 16, 20, 16, 19, 19, 16, 20, 15, 19, 15, 20, 16, 16, 19, 18, 18, 20, 17, 17, 16, 19, 20, 18, 20, 15, 17, 16, 16, 16, 17, 16, 15, 15, 19, 19], 15, 70, 27
[17, 18, 19, 17, 18, 19, 15, 18, 18, 15, 18, 20, 20, 20, 19, 20, 18, 16, 17, 16, 19, 17, 15, 17, 16, 17, 15, 19, 20, 16, 20, 16, 17, 15, 17, 18, 16, 17, 15, 16, 18, 19, 15, 20, 17, 15, 16, 18, 20, 18, 16, 18, 20, 15, 19, 16, 17, 16, 18, 18, 18, 19, 19, 18, 17, 20, 18, 18, 19, 19], 15, 70, 28
[19, 18, 15, 17, 20, 19, 18, 19, 17, 17, 17, 18, 17, 15, 18, 16, 16, 18, 17, 17, 15, 17, 18, 16, 18, 19, 20, 18, 16, 19, 16, 18, 15, 15, 20, 18, 20, 20, 20, 16, 16, 15, 20, 17, 18, 18, 19, 19, 16, 18, 20, 17, 15, 20, 18, 17, 18, 17, 15, 15, 17, 17, 20, 15, 20, 15, 15, 18, 20, 15], 15, 70, 29
[20, 15, 18, 17, 17, 17, 16, 19, 18, 19, 20, 16, 19, 20, 20, 20, 16, 15, 17, 15, 20, 19, 17, 18, 18, 16, 20, 19, 20, 17, 17, 19, 19, 15, 18, 19, 18, 17, 20, 16, 17, 15, 19, 17, 20, 20, 18, 16, 20, 19, 18, 16, 16, 19, 19, 16, 16, 19, 19, 20, 15, 16, 19, 17, 16, 15, 16, 16, 20, 18], 15, 70, 30
[19, 20, 16, 19, 17, 19, 18, 18, 17, 17, 16, 16, 17, 20, 16, 19, 16, 19, 19, 19, 16, 15, 17, 15, 15, 15, 16, 15, 19, 18, 20, 19, 18, 19, 15, 17, 20, 16, 20, 20, 20, 16, 19, 18, 20, 19, 16, 16, 20, 19, 18, 18, 15, 20, 18, 17, 19, 15, 15, 18, 17, 19, 20, 19, 20, 18, 17, 19, 20, 19], 15, 70, 31
[17, 20, 15, 20, 20, 15, 18, 19, 15, 16, 15, 19, 17, 15, 20, 15, 16, 17, 18, 16, 17, 15, 19, 17, 20, 19, 17, 18, 16, 18, 18, 18, 17, 19, 20, 16, 15, 17, 19, 19, 19, 17, 19, 20, 19, 17, 19, 16, 16, 18, 18, 17, 17, 15, 19, 16, 16, 19, 19, 18, 15, 18, 19, 19, 16, 16, 18, 20, 18, 20], 15, 70, 32
[20, 15, 15, 18, 16, 17, 20, 17, 20, 15, 16, 16, 19, 17, 15, 16, 16, 16, 20, 19, 19, 17, 18, 20, 18, 18, 15, 19, 19, 20, 19, 17, 19, 15, 16, 20, 15, 16, 19, 17, 19, 16, 17, 19, 20, 20, 19, 20, 16, 16, 19, 19, 18, 16, 18, 19, 18, 19, 17, 20, 18, 15, 16, 18, 16, 16, 20, 16, 19, 15], 15, 70, 33
[20, 17, 20, 19, 20, 18, 16, 15, 20, 20, 18, 16, 15, 20, 16, 19, 16, 17, 16, 17, 17, 16, 19, 17, 15, 15, 19, 17, 17, 19, 20, 15, 18, 20, 16, 19, 17, 20, 17, 19, 20, 16, 18, 19, 17, 18, 15, 17, 17, 15, 15, 19, 16, 18, 17, 17, 15, 20, 17, 15, 19, 17, 17, 16, 18, 19, 15, 19, 19, 18], 15, 70, 34
[20, 18, 18, 19, 19, 15, 15, 15, 19, 17, 16, 15, 18, 18, 17, 19, 18, 19, 15, 20, 20, 19, 16, 15, 20, 20, 17, 18, 15, 15, 15, 15, 17, 16, 15, 16, 16, 19, 20, 17, 19, 16, 20, 18, 17, 17, 18, 18, 16, 15, 17, 19, 16, 20, 15, 17, 16, 15, 17, 19, 17, 17, 18, 15, 19, 20, 16, 15, 19, 15], 15, 70, 35
[15, 19, 20, 19, 17, 19, 20, 17, 17, 18, 16, 17, 19, 16, 19, 15, 17, 18, 16, 16, 20, 19, 15, 19, 15, 18, 16, 19, 20, 20, 19, 16, 17, 15, 18, 20, 18, 16, 19, 18, 19, 17, 20, 17, 18, 17, 19, 20, 16, 18, 17, 17, 15, 20, 17, 16, 19, 17, 17, 17, 19, 17, 15, 18, 20, 16, 19, 19, 20, 19], 15, 70, 36
[18, 15, 20, 19, 15, 20, 18, 17, 20, 16, 18, 18, 20, 16, 19, 15, 17, 20, 20, 17, 20, 16, 16, 19, 18, 18, 17, 18, 19, 16, 16, 18, 15, 20, 17, 15, 20, 18, 16, 17, 19, 16, 15, 16, 20, 16, 19, 17, 17, 19, 19, 15, 20, 17, 16, 20, 18, 16, 15, 19, 15, 17, 16, 20, 19, 17, 16, 18, 17, 16], 15, 70, 37
[19, 16, 15, 15, 19, 18, 17, 19, 18, 19, 15, 19, 17, 15, 19, 17, 17, 16, 19, 17, 17, 20, 16, 15, 15, 20, 19, 16, 16, 19, 20, 18, 20, 19, 17, 18, 15, 19, 17, 15, 18, 20, 15, 15, 16, 18, 16, 15, 16, 20, 18, 18, 20, 19, 18, 18, 19, 16, 19, 20, 16, 16, 18, 17, 20, 16, 17, 17, 19, 15], 15, 70, 38
[18, 20, 15, 17, 18, 15, 15, 16, 16, 16, 15, 20, 20, 15, 17, 15, 18, 16, 20, 19, 17, 19, 18, 18, 18, 18, 17, 16, 18, 17, 15, 20, 16, 18, 15, 18, 15, 17, 16, 18, 20, 18, 15, 20, 16, 16, 17, 19, 15, 19, 16, 18, 16, 19, 18, 20, 16, 18, 19, 19, 17, 15, 15, 18, 20, 18, 15, 18, 15, 15], 15, 70, 39
[20, 19, 20, 18, 20, 20, 20, 17, 19, 20, 17, 16, 18, 20, 17, 16, 15, 20, 20, 20, 18, 18, 18, 17, 17, 15, 18, 17, 17, 17, 18, 16, 19, 17, 19, 16, 17, 17, 20, 20, 16, 18, 19, 20, 19, 19, 17, 19, 17, 19, 16, 15, 18, 17, 19, 20, 20, 15, 18, 19, 16, 20, 20, 18, 18, 19, 15, 15, 19, 20], 15, 70, 40
[16, 15, 19, 16, 18, 16, 17, 18, 18, 17, 17, 18, 19, 20, 17, 16, 20, 15, 19, 18, 15, 19, 19, 19, 20, 19, 18, 17, 19, 17, 17, 18, 19, 17, 18, 18, 18, 20, 20, 17, 17, 18, 16, 15, 15, 20, 17, 17, 15, 17, 15, 18, 20, 18, 20, 20, 20, 20, 17, 15, 16, 19, 17, 19, 17, 17, 17, 17, 18, 16], 15, 70, 41
[19, 17, 20, 16, 20, 17, 20, 16, 17, 15, 18, 18, 17, 16, 18, 19, 19, 15, 18, 19, 18, 20, 20, 19, 15, 18, 19, 18, 15, 19, 20, 19, 15, 16, 15, 18, 18, 18, 15, 19, 15, 19, 17, 16, 19, 16, 15, 20, 20, 15, 16, 17, 17, 19, 19, 18, 17, 17, 17, 17, 18, 15, 20, 17, 16, 18, 19, 17, 19, 18], 15, 70, 42
[20, 20, 15, 17, 19, 18, 18, 17, 20, 17, 19, 19, 17, 19, 19, 17, 19, 15, 18, 17, 16, 17, 18, 18, 15, 20, 16, 16, 16, 20, 18, 18, 15, 15, 19, 17, 19, 18, 20, 19, 17, 15, 15, 16, 19, 15, 17, 17, 20, 17, 19, 18, 18, 18, 18, 17, 19, 17, 17, 15, 16, 15, 16, 18, 16, 19, 15, 18, 17, 16], 15, 70, 43
[20, 19, 19, 20, 16, 16, 20, 16, 18, 16, 17, 19, 19, 19, 17, 16, 15, 15, 17, 15, 18, 19, 15, 17, 15, 18, 18, 15, 19, 20, 19, 18, 15, 20, 19, 15, 17, 15, 15, 15, 19, 19, 20, 16, 17, 20, 17, 15, 15, 20, 18, 19, 18, 18, 19, 16, 16, 19, 18, 20, 17, 18, 17, 17, 20, 18, 18, 19, 15, 18], 15, 70, 44
[15, 20, 18, 16, 18, 17, 17, 18, 18, 18, 20, 20, 17, 19, 17, 20, 17, 17, 16, 19, 19, 18, 17, 18, 16, 15, 20, 17, 18, 18, 16, 18, 18, 20, 17, 17, 17, 17, 16, 18, 17, 20, 20, 19, 20, 16, 16, 17, 15, 20, 19, 17, 16, 16, 20, 20, 16, 15, 19, 20, 16, 18, 20, 15, 19, 19, 17, 18, 17, 20], 15, 70, 45
[20, 20, 19, 19, 16, 17, 16, 16, 19, 16, 20, 15, 17, 20, 18, 17, 19, 20, 16, 18, 15, 17, 19, 19, 19, 19, 18, 19, 19, 17, 20, 15, 18, 15, 18, 17, 19, 17, 15, 15, 16, 15, 17, 15, 17, 15, 19, 20, 18, 15, 16, 16, 15, 16, 18, 15, 19, 18, 15, 17, 20, 18, 16, 16, 17, 20, 17, 15, 16, 19], 15, 70, 46
[20, 20, 20, 18, 19, 15, 15, 18, 15, 20, 19, 18, 15, 20, 19, 15, 19, 20, 18, 16, 18, 15, 20, 15, 15, 15, 18, 20, 15, 17, 15, 16, 16, 18, 17, 19, 15, 17, 17, 17, 20, 20, 18, 16, 15, 20, 17, 19, 18, 18, 20, 19, 20, 15, 20, 17, 17, 15, 17, 16, 17, 15, 17, 20, 19, 16, 17, 15, 18, 17], 15, 70, 47
[15, 19, 19, 20, 17, 15, 16, 15, 17, 17, 20, 17, 16, 16, 15, 16, 15, 16, 16, 17, 18, 17, 20, 15, 16, 17, 15, 19, 19, 17, 18, 18, 19, 19, 17, 19, 17, 15, 16, 17, 16, 17, 19, 15, 16, 19, 17, 18, 19, 20, 17, 20, 16, 17, 17, 17, 15, 19, 18, 16, 15, 16, 15, 15, 19, 15, 18, 15, 20, 20], 15, 70, 48
[18, 15, 17, 15, 17, 15, 15, 19, 18, 15, 20, 16, 16, 15, 17, 17, 18, 19, 16, 15, 17, 17, 16, 18, 17, 18, 16, 16, 16, 16, 16, 17, 19, 16, 18, 18, 19, 15, 19, 20, 18, 19, 20, 18, 20, 15, 18, 18, 19, 18, 18, 16, 17, 20, 17, 18, 15, 16, 16, 20, 16, 15, 18, 15, 20, 16, 15, 19, 20, 15], 15, 70, 49
[16, 16, 18, 15, 16, 16, 17, 19, 18, 16, 16, 16, 16, 18, 18, 19, 18, 19, 17, 19, 18, 15, 17, 20, 20, 15, 18, 16, 16, 18, 19, 16, 15, 20, 15, 19, 19, 18, 19, 16, 17, 20, 15, 20, 16, 20, 15, 20, 18, 17, 15, 15, 20, 19, 18, 19, 19, 18, 17, 18, 20, 18, 17, 18, 15, 18, 15, 20, 17, 17], 15, 70, 50
[18, 18, 16, 20, 17, 15, 15, 20, 16, 20, 20, 16, 16, 17, 15, 18, 20, 19, 18, 18, 18, 18, 19, 18, 16, 16, 17, 20, 18, 19, 15, 16, 15, 18, 16, 16, 17, 19, 20, 19, 16, 17, 19, 20, 20, 18, 17, 20, 19, 16, 18, 19, 18, 15, 17, 20, 16, 16, 18, 17, 20, 15, 15, 19, 19, 17, 19, 18, 20, 20], 15, 70, 51
[16, 20, 19, 16, 18, 20, 16, 16, 15, 17, 19, 15, 18, 20, 20, 19, 20, 20, 18, 19, 15, 17, 20, 19, 19, 18, 20, 18, 19, 15, 17, 15, 20, 17, 17, 15, 15, 19, 16, 17, 16, 17, 15, 18, 16, 17, 17, 15, 18, 16, 18, 15, 20, 17, 19, 20, 15, 17, 16, 17, 20, 19, 20, 18, 17, 19, 20, 19, 17, 16], 15, 70, 52
[19, 19, 18, 20, 20, 20, 15, 17, 17, 18, 15, 18, 17, 15, 17, 18, 17, 20, 18, 17, 20, 15, 18, 18, 19, 17, 16, 19, 19, 18, 18, 20, 20, 15, 16, 15, 20, 17, 19, 15, 16, 18, 15, 15, 16, 16, 18, 15, 20, 15, 19, 17, 16, 15, 15, 20, 19, 18, 16, 20, 17, 16, 15, 16, 20, 17, 18, 15, 17, 17], 15, 70, 53
[15, 15, 17, 15, 16, 15, 20, 19, 15, 15, 16, 16, 18, 17, 19, 15, 19, 18, 17, 16, 18, 17, 19, 15, 16, 20, 19, 17, 15, 18, 19, 16, 17, 16, 18, 18, 16, 20, 16, 17, 17, 17, 16, 18, 17, 19, 18, 19, 19, 16, 19, 16, 15, 15, 18, 18, 16, 19, 19, 17, 15, 18, 18, 17, 16, 17, 19, 19, 15, 17], 15, 70, 54
[15, 15, 16, 17, 19, 15, 20, 15, 16, 18, 15, 15, 19, 19, 16, 20, 16, 16, 18, 16, 19, 18, 20, 17, 19, 19, 18, 15, 20, 18, 16, 18, 20, 20, 20, 16, 16, 15, 17, 17, 20, 17, 17, 20, 19, 16, 20, 17, 16, 18, 16, 19, 19, 17, 18, 15, 20, 18, 15, 15, 19, 19, 16, 18, 17, 15, 15, 17, 18, 16], 15, 70, 55
[15, 18, 20, 20, 19, 17, 17, 15, 19, 18, 15, 18, 15, 18, 17, 17, 19, 19, 17, 15, 16, 20, 18, 15, 16, 19, 17, 19, 16, 19, 20, 18, 15, 19, 19, 20, 15, 16, 19, 17, 19, 18, 18, 19, 17, 20, 20, 19, 15, 17, 16, 15, 17, 15, 20, 17, 20, 16, 20, 15, 15, 15, 19, 20, 16, 16, 16, 20, 18, 15], 15, 70, 56
[16, 18, 18, 16, 19, 20, 15, 18, 18, 20, 19, 18, 18, 19, 18, 16, 17, 19, 20, 19, 18, 15, 15, 18, 19, 15, 16, 20, 20, 18, 15, 20, 19, 18, 19, 18, 17, 18, 16, 19, 16, 18, 18, 19, 19, 19, 20, 16, 15, 19, 16, 16, 15, 15, 17, 18, 17, 20, 16, 16, 16, 15, 17, 20, 20, 15, 18, 15, 16, 19], 15, 70, 57
[17, 20, 19, 17, 17, 17, 16, 15, 19, 15, 19, 20, 20, 19, 18, 18, 20, 15, 20, 16, 15, 19, 18, 20, 15, 18, 20, 20, 17, 15, 17, 20, 18, 18, 16, 18, 19, 17, 18, 16, 20, 15, 20, 20, 17, 17, 15, 17, 16, 15, 19, 16, 19, 16, 15, 19, 17, 15, 18, 20, 16, 17, 20, 16, 18, 20, 18, 15, 15, 16], 15, 70, 58
[17, 16, 15, 16, 19, 15, 17, 20, 18, 17, 16, 17, 17, 16, 17, 15, 19, 16, 18, 17, 16, 16, 18, 19, 18, 17, 18, 15, 16, 19, 15, 15, 17, 15, 19, 17, 17, 19, 19, 15, 20, 16, 17, 20, 18, 20, 20, 16, 15, 18, 20, 18, 20, 15, 18, 17, 19, 20, 17, 19, 16, 16, 20, 19, 19, 18, 16, 19, 17, 16], 15, 70, 59
[20, 18, 17, 18, 16, 15, 19, 16, 18, 19, 15, 20, 20, 17, 17, 18, 19, 16, 19, 20, 18, 15, 15, 17, 20, 18, 19, 18, 15, 20, 15, 19, 15, 15, 16, 19, 15, 20, 19, 19, 19, 17, 15, 19, 17, 16, 15, 18, 18, 15, 15, 20, 19, 20, 16, 17, 19, 18, 18, 16, 19, 17, 16, 16, 19, 17, 17, 16, 17, 19], 15, 70, 60
[18, 17, 16, 19, 16, 20, 19, 17, 19, 17, 15, 18, 20, 16, 20, 19, 15, 18, 20, 16, 17, 19, 16, 18, 19, 18, 16, 15, 18, 17, 17, 16, 16, 18, 20, 16, 19, 20, 20, 15, 17, 17, 18, 15, 18, 20, 16, 17, 20, 18, 18, 18, 16, 18, 17, 18, 19, 16, 18, 20, 17, 18, 16, 18, 18, 16, 18, 16, 16, 19], 15, 70, 61
[15, 19, 19, 18, 17, 18, 15, 20, 17, 17, 15, 19, 18, 20, 18, 16, 17, 17, 17, 16, 19, 15, 20, 17, 19, 18, 16, 15, 20, 18, 15, 18, 17, 20, 17, 18, 18, 16, 17, 19, 18, 20, 18, 18, 16, 19, 20, 15, 17, 19, 15, 17, 19, 17, 17, 20, 20, 20, 17, 17, 15, 18, 15, 16, 15, 15, 20, 19, 17, 17], 15, 70, 62
