,T, N, M, i
[19, 16, 18, 15, 19, 17, 19, 16, 20, 15, 20, 20, 15, 16, 16, 20, 16, 15, 18, 19, 15, 16, 15, 18, 19, 20, 19, 20, 18, 18, 20, 19, 17, 15, 15, 18, 17, 15, 18, 20, 17, 15, 17, 15, 17, 19, 19, 17, 18, 16, 17, 15, 17, 19, 15, 19, 15, 18, 15, 19, 15, 19, 18, 20, 16, 17, 18, 16, 20, 16, 17, 19, 19, 19, 19, 17, 17, 20, 15, 17, 16, 20, 17, 17, 18, 16, 15, 18, 15, 15, 16, 20, 16, 15, 15, 16, 18, 18, 15, 20], 10, 100, 10
[18, 15, 16, 18, 17, 20, 17, 18, 19, 16, 18, 20, 17, 18, 20, 16, 16, 16, 18, 20, 20, 18, 20, 15, 15, 16, 18, 19, 16, 20, 17, 18, 17, 16, 18, 16, 15, 16, 15, 20, 15, 17, 15, 19, 15, 20, 15, 18, 18, 16, 17, 19, 18, 17, 18, 15, 15, 20, 20, 17, 20, 17, 16, 17, 19, 17, 15, 17, 15, 17, 19, 15, 17, 18, 17, 20, 17, 20, 18, 19, 16, 16, 20, 18, 16, 15, 20, 18, 17, 19, 15, 16, 20, 16, 17, 16, 17, 19, 19, 16], 10, 100, 11
[19, 19, 19, 16, 17, 16, 19, 19, 18, 15, 18, 17, 16, 19, 20, 15, 15, 20, 15, 18, 15, 16, 20, 20, 16, 15, 20, 19, 19, 18, 17, 16, 18, 20, 18, 19, 20, 17, 17, 20, 20, 19, 18, 19, 16, 17, 17, 16, 15, 20, 16, 16, 15, 16, 18, 15, 17, 18, 15, 17, 20, 15, 18, 17, 17, 16, 16, 19, 16, 17, 16, 20, 20, 20, 15, 18, 15, 17, 18, 17, 20, 19, 19, 19, 19, 16, 15, 20, 18, 18, 20, 17, 18, 15, 18, 20, 15, 16, 18, 16], 10, 100, 12
[18, 16, 17, 15, 18, 15, 20, 20, 16, 15, 20, 17, 15, 17, 19, 18, 20, 17, 15, 20, 20, 18, 19, 19, 15, 19, 15, 15, 19, 16, 17, 17, 20, 15, 18, 19, 16, 20, 15, 18, 19, 17, 20, 15, 16, 16, 16, 16, 17, 17, 16, 16, 19, 20, 15, 17, 19, 15, 16, 20, 18, 16, 20, 15, 19, 19, 19, 16, 20, 19, 16, 16, 15, 17, 15, 16, 16, 18, 20, 17, 18, 19, 16, 20, 18, 19, 18, 19, 19, 17, 15, 20, 20, 15, 19, 19, 17, 20, 16, 19], 10, 100, 13
[18, 16, 16, 19, 15, 20, 16, 19, 17, 16, 17, 17, 16, 17, 15, 19, 15, 17, 15, 20, 17, 16, 19, 20, 19, 18, 18, 15, 16, 20, 19, 18, 18, 19, 18, 16, 19, 18, 20, 17, 20, 15, 20, 20, 18, 16, 17, 16, 15, 15, 18, 15, 18, 18, 16, 16, 19, 20, 20, 16, 20, 20, 18, 15, 15, 20, 18, 17, 15, 19, 19, 15, 16, 19, 16, 15, 18, 18, 16, 18, 17, 20, 16, 19, 18, 16, 19, 20, 20, 16, 18, 20, 20, 17, 19, 17, 17, 15, 19, 16], 10, 100, 14
[19, 16, 20, 17, 18, 16, 15, 17, 19, 15, 19, 20, 20, 19, 17, 15, 19, 20, 20, 19, 16, 17, 20, 17, 17, 18, 16, 19, 15, 19, 15, 19, 15, 19, 20, 20, 20, 19, 17, 18, 17, 16, 15, 15, 19, 18, 17, 17, 18, 16, 20, 15, 16, 19, 19, 15, 18, 18, 17, 15, 17, 17, 18, 17, 20, 16, 17, 18, 19, 19, 17, 16, 15, 17, 18, 15, 19, 16, 20, 19, 20, 19, 16, 17, 16, 19, 20, 20, 17, 19, 15, 20, 17, 17, 20, 18, 18, 19, 15, 18], 10, 100, 15
[20, 20, 19, 20, 19, 19, 16, 15, 15, 15, 18, 17, 19, 20, 15, 15, 16, 15, 16, 19, 18, 15, 15, 16, 20, 16, 20, 19, 19, 17, 19, 17, 20, 19, 19, 17, 15, 17, 19, 20, 20, 16, 17, 17, 15, 18, 17, 18, 17, 16, 20, 16, 17, 20, 19, 19, 18, 19, 16, 17, 17, 18, 18, 17, 18, 19, 16, 16, 15, 15, 17, 17, 17, 18, 15, 18, 20, 15, 20, 17, 18, 15, 16, 17, 17, 18, 20, 16, 16, 19, 16, 17, 20, 18, 20, 15, 20, 17, 18, 20], 10, 100, 16
[18, 17, 15, 18, 15, 16, 16, 19, 19, 17, 17, 20, 19, 15, 15, 20, 17, 16, 17, 18, 17, 18, 16, 18, 15, 16, 15, 19, 16, 19, 17, 18, 15, 19, 18, 16, 19, 16, 18, 20, 17, 18, 19, 15, 20, 17, 16, 16, 19, 19, 20, 15, 16, 17, 20, 19, 18, 20, 16, 18, 17, 16, 17, 18, 17, 15, 17, 15, 19, 18, 16, 17, 15, 20, 16, 20, 17, 17, 15, 19, 19, 18, 20, 19, 20, 16, 16, 17, 17, 20, 17, 16, 17, 15, 15, 17, 20, 19, 19, 16], 10, 100, 17
[18, 20, 16, 15, 18, 16, 19, 15, 16, 17, 17, 20, 16, 15, 16, 16, 16, 19, 16, 16, 16, 17, 17, 15, 16, 16, 17, 18, 20, 19, 15, 15, 18, 19, 16, 15, 15, 18, 15, 20, 18, 16, 20, 19, 18, 15, 20, 16, 20, 16, 17, 15, 19, 19, 17, 17, 16, 20, 19, 20, 17, 18, 17, 19, 18, 18, 15, 19, 20, 18, 18, 16, 19, 20, 18, 18, 19, 19, 18, 17, 20, 18, 20, 16, 16, 15, 17, 16, 17, 15, 15, 15, 19, 15, 17, 20, 17, 17, 20, 17], 10, 100, 18
[17, 19, 18, 20, 15, 19, 20, 20, 16, 19, 19, 15, 16, 17, 17, 19, 15, 19, 19, 20, 16, 16, 17, 17, 18, 17, 17, 19, 17, 18, 17, 15, 18, 17, 17, 19, 17, 19, 17, 15, 18, 18, 15, 17, 17, 16, 17, 15, 19, 16, 18, 17, 18, 16, 16, 17, 16, 15, 18, 20, 16, 15, 20, 17, 20, 15, 16, 16, 20, 17, 17, 19, 18, 15, 20, 16, 15, 15, 16, 17, 15, 18, 18, 20, 19, 20, 19, 19, 16, 15, 16, 19, 18, 16, 16, 18, 18, 18, 17, 17], 10, 100, 19
[19, 20, 19, 16, 17, 17, 17, 20, 16, 16, 18, 19, 18, 20, 18, 17, 16, 20, 17, 20, 20, 18, 19, 18, 16, 15, 16, 16, 15, 18, 20, 19, 15, 16, 16, 18, 16, 18, 19, 16, 16, 19, 15, 20, 18, 17, 17, 19, 19, 19, 17, 17, 17, 19, 20, 19, 19, 19, 15, 18, 18, 18, 17, 20, 15, 20, 16, 18, 16, 18, 15, 15, 20, 17, 20, 17, 17, 19, 20, 17, 17, 17, 15, 17, 19, 18, 16, 19, 16, 16, 19, 20, 20, 18, 20, 16, 17, 20, 19, 18], 10, 100, 20
[17, 18, 20, 16, 17, 20, 15, 17, 17, 18, 20, 18, 19, 15, 16, 19, 17, 20, 16, 15, 20, 15, 16, 20, 17, 20, 16, 16, 15, 19, 18, 16, 18, 16, 19, 19, 17, 20, 17, 18, 19, 20, 16, 18, 17, 18, 15, 20, 16, 17, 17, 18, 15, 16, 19, 19, 15, 20, 17, 17, 18, 18, 18, 17, 18, 15, 16, 19, 15, 17, 18, 19, 15, 20, 19, 19, 17, 18, 20, 18, 15, 19, 20, 16, 17, 15, 20, 19, 16, 15, 15, 16, 19, 17, 15, 17, 18, 20, 20, 18], 10, 100, 21
[16, 18, 20, 20, 18, 15, 17, 15, 16, 17, 19, 20, 20, 16, 18, 20, 19, 16, 19, 17, 19, 20, 20, 18, 15, 17, 19, 16, 19, 15, 18, 16, 16, 19, 20, 19, 18, 17, 19, 16, 18, 18, 16, 18, 16, 18, 18, 16, 16, 16, 16, 16, 20, 19, 20, 20, 16, 19, 19, 19, 19, 19, 18, 16, 16, 18, 18, 18, 19, 20, 20, 15, 19, 20, 18, 19, 15, 20, 17, 17, 15, 17, 16, 15, 18, 16, 20, 16, 16, 15, 18, 19, 19, 15, 15, 20, 20, 16, 18, 16], 10, 100, 22
[20, 16, 19, 15, 15, 15, 18, 16, 18, 17, 15, 15, 16, 16, 15, 17, 18, 18, 17, 18, 20, 17, 18, 15, 15, 17, 17, 15, 20, 15, 19, 15, 20, 16, 17, 18, 19, 19, 19, 16, 17, 16, 20, 19, 19, 18, 19, 20, 17, 20, 15, 19, 20, 15, 15, 20, 15, 18, 17, 18, 18, 17, 16, 20, 20, 15, 15, 19, 19, 19, 15, 16, 15, 18, 16, 15, 16, 20, 19, 15, 15, 20, 19, 17, 15, 20, 18, 16, 16, 20, 17, 18, 17, 19, 18, 17, 20, 16, 17, 17], 10, 100, 23
[17, 20, 16, 16, 17, 15, 19, 20, 17, 20, 20, 19, 19, 16, 15, 19, 20, 17, 19, 18, 15, 20, 15, 19, 15, 17, 16, 15, 15, 16, 18, 19, 18, 15, 20, 16, 19, 18, 19, 17, 16, 19, 18, 20, 18, 20, 19, 17, 19, 18, 16, 15, 16, 20, 16, 16, 18, 17, 18, 18, 20, 19, 20, 19, 18, 16, 16, 17, 17, 15, 16, 15, 16, 19, 18, 16, 15, 15, 18, 20, 15, 17, 17, 20, 20, 19, 19, 17, 20, 19, 18, 17, 20, 17, 20, 17, 15, 15, 16, 19], 10, 100, 24
[20, 18, 19, 19, 19, 18, 19, 19, 20, 19, 16, 19, 20, 16, 15, 20, 15, 15, 18, 18, 15, 20, 15, 15, 20, 20, 19, 19, 19, 19, 20, 15, 16, 16, 15, 18, 20, 16, 18, 19, 18, 17, 16, 19, 16, 20, 15, 16, 19, 15, 16, 15, 16, 19, 20, 19, 19, 15, 15, 20, 16, 15, 20, 15, 19, 18, 19, 15, 18, 17, 15, 17, 20, 17, 20, 15, 17, 15, 20, 17, 20, 19, 19, 15, 18, 20, 17, 15, 20, 16, 16, 19, 19, 19, 20, 18, 20, 15, 19, 15], 10, 100, 25
[18, 18, 16, 18, 18, 17, 17, 20, 17, 17, 16, 19, 18, 16, 19, 16, 15, 18, 19, 18, 16, 18, 16, 20, 19, 19, 16, 15, 18, 19, 15, 15, 20, 16, 17, 19, 20, 20, 17, 18, 15, 18, 16, 15, 20, 17, 17, 16, 15, 19, 19, 20, 20, 19, 17, 19, 17, 17, 16, 15, 17, 19, 17, 17, 15, 18, 20, 19, 19, 15, 15, 19, 18, 20, 15, 17, 19, 16, 15, 17, 15, 16, 18, 20, 17, 17, 18, 19, 17, 17, 17, 15, 19, 15, 18, 19, 15, 19, 20, 17], 10, 100, 26
[15, 16, 19, 16, 17, 18, 20, 18, 16, 19, 17, 17, 15, 20, 16, 16, 17, 20, 15, 19, 17, 18, 17, 15, 20, 19, 16, 20, 17, 17, 15, 20, 15, 17, 19, 16, 17, 18, 19, 16, 17, 20, 15, 18, 18, 15, 15, 15, 15, 15, 16, 17, 17, 15, 20, 20, 17, 17, 16, 15, 18, 15, 16, 20, 17, 20, 18, 16, 17, 16, 17, 19, 19, 17, 19, 16, 18, 16, 19, 18, 16, 17, 19, 15, 20, 15, 17, 20, 16, 16, 20, 19, 18, 17, 17, 20, 15, 19, 18, 19], 10, 100, 27
[15, 19, 18, 15, 18, 17, 20, 20, 20, 20, 18, 18, 16, 15, 20, 17, 19, 15, 18, 17, 17, 19, 15, 18, 16, 16, 15, 18, 15, 19, 20, 16, 18, 18, 20, 15, 19, 18, 16, 19, 16, 20, 16, 16, 19, 20, 20, 18, 17, 20, 15, 15, 16, 19, 19, 19, 16, 17, 20, 16, 17, 20, 16, 19, 20, 15, 20, 17, 15, 17, 16, 19, 19, 16, 19, 18, 17, 16, 20, 20, 20, 17, 15, 19, 15, 18, 20, 16, 17, 20, 16, 16, 15, 16, 15, 16, 17, 16, 18, 17], 10, 100, 28
[15, 17, 19, 17, 18, 19, 18, 17, 16, 19, 16, 17, 17, 18, 20, 18, 17, 19, 15, 20, 20, 19, 16, 18, 17, 16, 16, 15, 16, 20, 19, 18, 19, 15, 16, 16, 19, 18, 20, 19, 19, 19, 15, 17, 15, 20, 18, 15, 20, 20, 16, 15, 18, 16, 15, 19, 17, 19, 15, 20, 15, 16, 15, 19, 16, 17, 15, 16, 19, 20, 16, 17, 20, 16, 17, 19, 16, 15, 16, 16, 19, 15, 20, 16, 18, 15, 19, 18, 20, 18, 17, 19, 17, 16, 17, 16, 15, 20, 15, 16], 10, 100, 29
[19, 17, 19, 18, 20, 20, 20, 17, 16, 17, 20, 17, 15, 18, 20, 15, 15, 19, 20, 19, 15, 18, 15, 15, 18, 20, 17, 16, 16, 17, 15, 18, 19, 17, 19, 16, 17, 18, 15, 15, 19, 20, 15, 18, 16, 16, 20, 15, 16, 19, 19, 17, 16, 16, 20, 17, 18, 17, 18, 19, 20, 20, 17, 20, 18, 19, 16, 17, 16, 17, 16, 17, 17, 19, 16, 18, 17, 20, 20, 17, 16, 17, 16, 17, 20, 19, 16, 19, 17, 19, 18, 17, 20, 15, 17, 18, 19, 18, 15, 20], 10, 100, 30
[15, 20, 15, 19, 19, 16, 20, 20, 19, 20, 16, 18, 18, 16, 20, 17, 15, 15, 20, 15, 15, 18, 19, 19, 19, 17, 16, 17, 17, 15, 15, 17, 16, 20, 19, 17, 17, 20, 16, 19, 20, 15, 18, 19, 18, 17, 20, 20, 17, 19, 19, 20, 15, 17, 18, 15, 16, 17, 17, 18, 15, 18, 18, 16, 16, 20, 19, 20, 19, 17, 16, 18, 15, 18, 20, 15, 20, 16, 17, 18, 18, 20, 19, 18, 19, 20, 20, 17, 15, 20, 15, 18, 18, 15, 16, 17, 15, 18, 18, 17], 10, 100, 31
[18, 20, 16, 19, 15, 15, 15, 16, 18, 18, 20, 16, 18, 19, 17, 17, 20, 18, 16, 17, 18, 17, 15, 20, 17, 19, 18, 15, 17, 15, 17, 15, 17, 20, 18, 15, 16, 18, 16, 16, 17, 15, 18, 15, 16, 16, 20, 19, 17, 18, 19, 20, 18, 15, 20, 17, 15, 15, 18, 17, 18, 17, 18, 17, 20, 19, 18, 16, 19, 20, 15, 16, 15, 17, 16, 16, 17, 20, 19, 20, 19, 17, 18, 16, 20, 17, 18, 15, 16, 17, 19, 20, 16, 16, 15, 20, 20, 18, 19, 16], 10, 100, 32
[19, 20, 20, 18, 17, 19, 15, 18, 18, 20, 19, 16, 19, 20, 15, 16, 20, 17, 17, 15, 15, 15, 15, 16, 18, 16, 19, 17, 19, 16, 15, 16, 16, 17, 17, 17, 19, 20, 19, 15, 16, 16, 16, 15, 16, 16, 18, 18, 16, 20, 19, 19, 17, 17, 19, 18, 18, 16, 16, 17, 15, 15, 20, 20, 15, 19, 19, 19, 19, 16, 15, 19, 15, 17, 16, 15, 17, 20, 19, 20, 20, 17, 18, 15, 20, 20, 16, 20, 15, 19, 19, 18, 17, 15, 18, 16, 16, 15, 15, 18], 10, 100, 33
[16, 20, 17, 20, 16, 20, 20, 16, 16, 16, 19, 15, 16, 19, 16, 20, 19, 17, 16, 15, 15, 15, 15, 19, 19, 20, 18, 18, 16, 19, 16, 19, 19, 17, 17, 20, 18, 16, 20, 18, 18, 19, 19, 19, 15, 15, 19, 18, 16, 15, 17, 17, 18, 18, 18, 20, 18, 20, 17, 20, 15, 20, 16, 16, 16, 16, 15, 17, 20, 15, 20, 16, 16, 20, 16, 15, 17, 15, 17, 16, 18, 20, 16, 19, 20, 17, 18, 15, 17, 19, 20, 18, 18, 17, 17, 17, 20, 15, 17, 15], 10, 100, 34
[15, 20, 17, 18, 16, 18, 15, 17, 17, 20, 18, 15, 16, 20, 15, 17, 17, 19, 16, 18, 18, 19, 19, 16, 18, 17, 19, 18, 20, 18, 15, 15, 15, 19, 19, 17, 20, 16, 19, 16, 15, 16, 19, 19, 17, 15, 16, 15, 16, 20, 20, 18, 18, 18, 17, 17, 16, 19, 18, 16, 18, 17, 17, 17, 17, 15, 15, 16, 17, 20, 19, 19, 17, 19, 18, 20, 18, 18, 15, 16, 19, 18, 17, 20, 15, 19, 16, 18, 15, 16, 19, 19, 20, 20, 17, 19, 16, 18, 18, 20], 10, 100, 35
[19, 17, 20, 19, 18, 17, 20, 16, 18, 18, 16, 16, 16, 15, 18, 18, 17, 15, 17, 16, 16, 15, 16, 17, 16, 16, 18, 18, 15, 16, 16, 17, 15, 20, 18, 16, 15, 15, 18, 19, 15, 17, 17, 15, 19, 18, 19, 15, 20, 20, 16, 16, 17, 18, 19, 18, 15, 17, 18, 16, 20, 16, 16, 19, 18, 20, 19, 15, 16, 19, 15, 20, 19, 19, 17, 20, 20, 20, 20, 16, 19, 18, 19, 19, 16, 16, 19, 17, 16, 15, 16, 17, 16, 16, 17, 15, 18, 16, 17, 20], 10, 100, 36
[19, 18, 20, 15, 15, 19, 20, 18, 17, 16, 17, 20, 18, 16, 17, 17, 17, 20, 16, 20, 18, 18, 19, 19, 17, 19, 17, 20, 17, 19, 17, 20, 18, 19, 16, 16, 20, 20, 16, 16, 20, 19, 18, 20, 17, 20, 17, 17, 15, 15, 16, 15, 15, 20, 15, 17, 18, 18, 19, 20, 15, 19, 17, 19, 20, 17, 18, 19, 15, 17, 15, 19, 19, 20, 18, 20, 18, 17, 17, 18, 15, 18, 20, 15, 17, 16, 15, 20, 18, 15, 15, 15, 18, 16, 16, 17, 18, 15, 16, 16], 10, 100, 37
[17, 20, 19, 20, 15, 17, 17, 15, 19, 18, 15, 17, 18, 15, 17, 19, 17, 16, 20, 16, 17, 16, 15, 20, 20, 18, 16, 16, 15, 15, 16, 20, 18, 20, 16, 15, 17, 19, 17, 16, 15, 19, 20, 15, 19, 18, 16, 16, 20, 15, 15, 20, 18, 19, 19, 16, 18, 18, 18, 20, 18, 20, 16, 15, 16, 15, 17, 16, 16, 15, 18, 20, 17, 17, 18, 19, 20, 20, 15, 19, 17, 18, 15, 19, 17, 20, 20, 20, 18, 19, 16, 16, 19, 19, 20, 20, 19, 17, 16, 18], 10, 100, 38
[18, 20, 18, 17, 16, 15, 18, 17, 17, 17, 15, 17, 16, 18, 20, 19, 18, 19, 18, 19, 19, 18, 17, 16, 17, 19, 15, 15, 18, 16, 16, 16, 19, 17, 15, 16, 19, 15, 15, 18, 17, 16, 18, 18, 16, 16, 15, 18, 17, 18, 17, 17, 15, 20, 18, 17, 17, 16, 18, 15, 20, 20, 20, 19, 16, 15, 17, 16, 17, 19, 17, 20, 17, 16, 20, 15, 20, 19, 18, 19, 17, 17, 15, 17, 15, 19, 20, 18, 19, 18, 16, 17, 20, 18, 19, 15, 18, 20, 17, 19], 10, 100, 39
[19, 16, 19, 20, 17, 15, 19, 15, 19, 16, 16, 19, 20, 19, 15, 18, 18, 19, 19, 20, 18, 15, 16, 20, 17, 18, 17, 20, 17, 18, 16, 17, 17, 17, 16, 17, 17, 19, 17, 15, 19, 19, 15, 15, 17, 16, 20, 20, 20, 18, 17, 16, 15, 20, 16, 16, 15, 19, 16, 18, 19, 19, 20, 18, 18, 15, 18, 20, 18, 16, 19, 18, 16, 20, 16, 16, 19, 15, 16, 20, 15, 17, 15, 15, 18, 19, 19, 17, 20, 17, 19, 15, 19, 19, 18, 16, 18, 17, 17, 19], 10, 100, 40
[17, 20, 17, 20, 17, 16, 19, 19, 15, 19, 17, 19, 19, 20, 17, 18, 20, 17, 17, 17, 20, 20, 19, 15, 15, 17, 15, 18, 20, 20, 15, 15, 16, 15, 17, 15, 17, 15, 19, 18, 20, 19, 16, 16, 15, 17, 16, 17, 20, 20, 17, 15, 15, 18, 20, 17, 17, 19, 18, 20, 17, 16, 20, 17, 16, 17, 18, 20, 19, 19, 15, 19, 15, 17, 20, 16, 15, 19, 19, 19, 20, 18, 19, 18, 16, 16, 19, 19, 19, 18, 19, 16, 17, 16, 20, 18, 18, 15, 17, 19], 10, 100, 41
[15, 15, 20, 19, 19, 15, 16, 15, 20, 17, 19, 20, 20, 15, 18, 17, 19, 20, 16, 15, 19, 19, 15, 18, 19, 18, 18, 19, 15, 20, 19, 19, 20, 17, 19, 17, 19, 18, 15, 19, 18, 20, 19, 20, 17, 19, 19, 18, 18, 16, 20, 17, 18, 15, 17, 18, 19, 18, 18, 17, 20, 20, 16, 15, 18, 17, 18, 19, 20, 19, 15, 15, 19, 16, 16, 15, 16, 17, 18, 18, 15, 17, 20, 19, 17, 16, 18, 19, 15, 20, 15, 20, 20, 16, 18, 19, 18, 19, 15, 16], 10, 100, 42
[15, 18, 15, 15, 17, 16, 17, 20, 19, 18, 15, 19, 15, 16, 20, 20, 20, 16, 17, 17, 17, 18, 18, 17, 20, 19, 16, 18, 17, 15, 15, 19, 20, 20, 15, 19, 19, 19, 17, 16, 18, 17, 18, 16, 20, 18, 15, 15, 15, 15, 19, 16, 16, 16, 17, 18, 19, 18, 15, 19, 20, 15, 15, 17, 19, 19, 16, 15, 19, 15, 17, 16, 15, 18, 19, 15, 17, 15, 15, 19, 18, 15, 16, 19, 16, 17, 16, 17, 15, 16, 20, 16, 20, 15, 18, 17, 19, 20, 19, 15], 10, 100, 43
[19, 15, 18, 19, 15, 19, 15, 18, 18, 20, 16, 20, 17, 17, 18, 18, 19, 20, 16, 18, 20, 15, 20, 18, 16, 19, 18, 15, 19, 16, 15, 19, 15, 20, 17, 18, 17, 15, 17, 17, 18, 20, 19, 15, 17, 17, 20, 15, 18, 16, 19, 19, 15, 19, 20, 16, 19, 18, 16, 19, 16, 18, 15, 18, 19, 20, 19, 17, 16, 19, 16, 15, 16, 17, 16, 17, 20, 20, 15, 16, 20, 16, 20, 16, 17, 19, 17, 16, 19, 16, 15, 20, 15, 17, 18, 20, 18, 18, 17, 15], 10, 100, 44
