,T, N, M, i
[15, 17, 16, 13, 19, 19, 11, 15, 15, 20, 20, 11, 12, 12, 17, 18, 17, 10, 10, 20, 16, 19, 18, 12, 17, 13, 11, 13, 17, 19, 19, 17, 18, 12, 10, 15, 14, 20, 20, 20], 5, 40, 16
[11, 12, 11, 11, 10, 11, 17, 11, 19, 18, 15, 20, 17, 11, 11, 10, 15, 20, 18, 19, 16, 15, 10, 17, 12, 16, 11, 20, 16, 17, 18, 18, 20, 13, 14, 10, 16, 14, 16, 17], 5, 40, 17
[13, 10, 17, 20, 15, 13, 12, 10, 12, 10, 16, 15, 15, 15, 15, 20, 12, 18, 20, 14, 15, 11, 10, 16, 19, 13, 11, 16, 10, 15, 17, 16, 12, 20, 15, 19, 19, 17, 14, 13], 5, 40, 18
[14, 12, 20, 10, 13, 14, 19, 18, 10, 19, 13, 20, 11, 18, 19, 20, 17, 19, 11, 20, 19, 20, 17, 11, 13, 11, 19, 12, 20, 14, 16, 19, 17, 15, 17, 18, 10, 12, 19, 10], 5, 40, 19
[12, 20, 13, 10, 18, 17, 12, 14, 13, 17, 11, 19, 18, 15, 14, 16, 18, 14, 20, 13, 10, 16, 17, 13, 19, 13, 15, 20, 11, 20, 17, 19, 12, 11, 19, 13, 19, 13, 17, 19], 5, 40, 20
[19, 19, 19, 11, 11, 14, 16, 16, 18, 16, 11, 20, 18, 16, 12, 13, 19, 12, 10, 14, 11, 17, 16, 10, 13, 17, 14, 20, 15, 13, 16, 20, 16, 20, 17, 14, 16, 19, 15, 15], 5, 40, 21
[16, 11, 14, 17, 19, 20, 18, 10, 10, 10, 20, 18, 20, 10, 18, 19, 12, 15, 11, 16, 14, 15, 18, 11, 13, 12, 15, 10, 13, 16, 15, 16, 19, 10, 12, 11, 15, 13, 10, 14], 5, 40, 22
[15, 11, 11, 10, 11, 20, 20, 11, 20, 11, 15, 16, 12, 13, 17, 14, 18, 17, 19, 10, 12, 14, 14, 16, 13, 13, 10, 17, 19, 19, 12, 10, 15, 10, 16, 15, 17, 15, 19, 13], 5, 40, 23
[11, 12, 15, 17, 20, 19, 20, 12, 17, 15, 13, 12, 15, 12, 13, 17, 12, 17, 16, 18, 20, 20, 18, 19, 14, 16, 16, 19, 10, 12, 12, 14, 14, 14, 19, 20, 14, 20, 18, 16], 5, 40, 24
[18, 12, 12, 11, 12, 15, 12, 12, 20, 12, 17, 12, 17, 17, 15, 16, 18, 16, 12, 14, 17, 11, 18, 10, 19, 16, 18, 15, 17, 18, 14, 20, 19, 11, 13, 18, 15, 15, 10, 16], 5, 40, 25
[19, 18, 18, 13, 20, 13, 15, 13, 17, 20, 13, 15, 18, 10, 12, 20, 11, 15, 14, 12, 11, 16, 12, 17, 12, 19, 17, 12, 14, 20, 15, 13, 18, 13, 17, 11, 18, 17, 17, 14], 5, 40, 26
[19, 16, 13, 17, 19, 18, 15, 16, 13, 12, 14, 18, 19, 20, 16, 15, 15, 20, 18, 10, 10, 13, 15, 11, 13, 11, 13, 12, 15, 20, 17, 10, 15, 12, 10, 14, 11, 17, 10, 14], 5, 40, 27
[13, 10, 15, 18, 18, 17, 13, 18, 20, 12, 11, 17, 17, 20, 13, 19, 15, 11, 20, 13, 10, 11, 20, 19, 20, 18, 16, 10, 19, 12, 14, 20, 15, 13, 18, 13, 12, 11, 14, 16], 5, 40, 28
[12, 13, 20, 16, 18, 15, 10, 11, 12, 13, 19, 13, 15, 19, 17, 12, 13, 20, 12, 19, 16, 20, 13, 13, 15, 17, 16, 13, 11, 14, 17, 13, 12, 20, 10, 11, 19, 16, 15, 16], 5, 40, 29
[15, 16, 13, 16, 14, 10, 15, 19, 10, 19, 12, 15, 10, 10, 15, 13, 11, 14, 15, 16, 14, 20, 15, 16, 20, 18, 13, 19, 15, 10, 18, 15, 18, 16, 14, 14, 12, 18, 18, 20], 5, 40, 30
